"","GSM614501","GSM614502","GSM614503","GSM614504","GSM614505","GSM614506","GSM614507","GSM614508","GSM614509","GSM614510","GSM614511","GSM614512","GSM614513","GSM614514","GSM614515","GSM614516","GSM614517","GSM614518","GSM614519","GSM614520","GSM614521","GSM614522","GSM614523","GSM614524"
"225832_s_at",308.599,325.096,309.805,266.379,264.395,235.022,422.977,444.985,457.374,495.689,413.652,402.159,357.572,285.97,313.58,290.983,312.12,340.88,559.517,392.441,467.966,457.248,417.603,438.002
"225833_at",169.32,190.892,174.539,213.953,134.037,170.45,247.597,285.995,176.545,278.548,151.262,261.358,202.462,206.917,181.242,218.437,271.509,215.849,338.375,276.26,357.365,301.184,199.064,329.312
"225834_at",343.557,388.687,340.209,312.067,441.283,374.09,525.637,566.803,551.776,608.267,565.601,547.603,342.756,285.579,281.546,358.012,361.778,344.162,527.608,568.261,521.625,607.679,628.07,587.736
"225835_at",665.174,534.786,653.736,618.909,728.398,792.881,1106.05,954.494,1120.61,968.612,1006.7,1071.63,709.358,871.821,851.243,1126.02,998.105,1193.25,1116.14,1108.93,898.409,962.322,830.276,851.658
"225836_s_at",885.021,805.311,799.746,874.448,887.472,696.856,627.759,548.322,727.824,684.19,716.032,733.835,855.962,940.937,879.593,809.472,795.396,847.856,627.696,640.967,511.719,673.452,727.13,618.165
"225837_at",1384.17,1429.06,1361.2,1440,1224.32,1337.84,871.141,944.992,899.704,902.23,781.797,896.125,1298.77,1317.23,1403.85,1371.51,1322.27,1250.2,864.735,793.678,878.235,819.932,817.952,765.686
"225838_at",860.465,952.022,874.434,916.303,838.269,924.717,1080.62,977.931,947.38,936.215,1135.71,903.375,901.832,941.972,757.061,792.805,905.714,871.652,925.139,888.227,854.328,936.304,1002.68,845.305
"225839_at",200.089,239.044,233.54,165.283,189.946,207.082,169.77,163.097,178.166,204.055,110.543,148.669,204.67,258.529,170.214,173.61,225.671,200.91,175.14,222.874,242.637,178.843,192.313,115.227
"225840_at",209.546,204.645,256.384,233.104,202.583,194.084,263.936,210.607,223.896,162.746,248.178,229.796,244.948,231.577,220.748,189.923,255.278,196.272,208.888,205.894,285.36,220.526,180.232,196.171
"225841_at",230.895,230.516,221.461,171.131,212.208,254.766,531.868,568.52,491.373,473.716,523.362,477.306,194.886,227.87,183.59,212.578,253.996,196.562,451.426,375.991,406.878,422.658,468.564,505.904
"225842_at",2575.33,2574.24,2627,2094.52,2111.71,2107.69,1620.71,1568.54,1433.22,1487.56,1502.44,1489.59,2692.93,2709.7,2671.29,2532.18,3046.67,2690.67,1558.2,1351.4,1447.02,1294.22,1401.31,1477.24
"225843_at",358.976,413.918,336.982,386.246,456.928,464.708,398.556,407.453,377.312,377.342,394.518,390.45,385.469,445.699,417.109,350.848,495.314,407.065,446.76,341.126,408.734,358.52,373.019,402.752
"225844_at",1836.46,1646.14,1765.5,1701.59,1814.96,1716.32,1552.67,1727.46,1532.33,1647.77,1602.81,1529.21,1480,1558.29,1597.25,1548.47,1336.29,1713.02,1591,1582.19,1779.96,1515.11,1838.23,1672.04
"225845_at",1404.71,1433.54,1319.24,1342.08,1460.87,1308.61,1046.51,1182.6,1194.77,1102.04,1220.41,1110.98,1394.17,1443.6,1330.65,1304.1,1316.89,1207.39,1242.71,1148.33,1032.33,1137.74,1172.6,1127.91
"225846_at",2.70768,2.06042,2.27647,2.33252,2.19355,1.92845,4.82373,3.94838,1.54959,2.39354,4.27198,3.72886,6.07169,2.7129,4.27593,29.92,1.5395,3.08782,2.73708,10.486,2.65656,0.722002,3.16007,16.7729
"225847_at",239.671,247.711,183.52,238.658,236.303,223.684,586.728,663.297,738.585,605.576,563.782,602.841,242.25,318.029,239.227,217.264,299.067,240.323,550.931,638.045,420.594,532.304,522.761,531.077
"225848_at",827.077,691.693,721.127,673.686,825.697,764.145,627.774,544.267,573.527,674.159,554.655,645.319,776.089,788.585,842.937,692.131,746.877,907.273,564.196,485.553,523.945,527.036,555.278,644.949
"225849_s_at",2704.22,2364.38,2310.37,2485.4,2142.99,2566.11,1803.21,1598.57,1704.54,1582.58,1683.54,1634.16,2256.32,2473.81,2126.51,2260.41,2034.75,2421.2,1673.63,1835.77,1579.75,1832.63,1985.93,1881.4
"225850_at",1857.19,1770.03,2072.15,2293.34,1980.64,2109.03,1164.75,1206.67,1100.65,1253.7,1307.57,1295.36,1742.99,1842.48,1788.19,1799.02,1506.25,1791.42,1313.35,1451.52,1608.29,1423.69,1409.51,1540.62
"225851_at",1045.81,1066.7,1075.38,1073.46,1082.72,1013.04,972.413,895.291,855.218,879.864,951.531,842.745,1022,887.766,1012.65,1030.49,976.965,957.808,939.28,903.272,875.936,938.031,855.609,851.229
"225852_at",2066.23,2123.71,2157.79,1838.55,2011.2,1893.64,2449.26,2156.52,2025.53,1804.75,1782.45,2182.01,1638.32,2135.4,2043.21,2166.19,2583.08,1435.84,1877.99,1704.05,2047.42,1742.05,1484.03,1809.46
"225853_at",1775.81,1738.28,1748.07,1780.31,1905.09,1888.16,2282.96,2561.22,2300.76,2259.37,2391.79,2086.3,1841.68,1708.55,1828.46,1778.84,1742.79,1753.69,2315.61,2117.01,2293.1,2322.16,2171.11,2447.02
"225854_x_at",97.5184,113.258,91.048,97.1019,61.4856,67.1888,79.164,82.979,59.2176,108.526,100.16,94.123,86.063,112.613,74.2695,101.32,88.5304,73.5382,69.8924,74.3736,79.7167,56.5876,109.366,74.8108
"225855_at",1452.46,1594.26,1658.3,1709.88,1683.74,1533.95,2792.73,2784.1,2815.13,2527.44,2577.39,2583.17,1570.23,1588.94,1764.15,1528.95,1642.35,1459.89,2907.32,2719.73,2988.26,2874.61,3028.44,2745.04
"225856_at",896.381,951.291,865.543,867.721,1008.05,885.095,686.77,683.783,674.398,573.89,704.777,500.296,830.576,895.295,873.887,884.895,874.546,929.488,661.386,656.164,585.093,674.843,681.838,608.327
"225857_s_at",347.237,305.372,324.209,373.832,378.388,351.404,609.035,688.791,740.62,636.365,746.054,670.754,360.991,449.458,343.928,382.844,369.046,453.775,540.26,627.226,651.319,546.761,435.983,443.214
"225858_s_at",1758.02,1827.28,1953.96,1859.33,1958.7,1804.24,1433.64,1449.09,1263.45,1319.81,1355.12,1671.91,2067.21,1975.22,2002.33,2138.1,2161.26,2163.34,1092.77,1156.27,1367.05,1238.03,1297.46,1239.32
"225859_at",998.545,1067.76,1133.61,1059.72,1011.98,854.571,770.176,773.821,940.356,616.888,856.391,919.331,1206.09,1598.91,1291.36,1214.21,872.858,1172.95,556.149,460.389,489.89,503.757,561.502,462.969
"225860_at",1281.4,1391.79,1487.4,1364.29,1351.4,1290.25,1731.44,1695.87,1713.78,1621.8,1580.32,1669.12,1513.06,1256.85,1169.83,1287.38,1411.18,1488.92,1564.82,1545.58,1736.67,1502.45,1497.86,1566.25
"225861_at",473.394,462.319,503.627,469.124,516.524,507.99,654.567,531.357,643.017,624.156,681.989,595.229,475.556,524.829,651.638,519.973,354.972,463.528,657.286,637.512,646.815,638.412,668.281,696.043
"225862_at",603.916,490.71,545.748,577.321,607.137,514.195,609.388,684.231,631.297,566.175,664.047,680.437,531.68,400.169,541.512,528.618,450.902,530.492,646.324,620.212,635.448,713.531,667.569,610.076
"225863_s_at",1040.98,1115.15,1291.26,1029.16,974.74,1122.91,1169.25,1093.09,1036.09,1064.76,1028.96,1076.02,1030.68,986.729,1106.08,1039.71,1123.03,1259.86,1132.1,1334,1181.18,1062.17,1347.98,1074.41
"225864_at",1515.96,1359.91,1358.66,1218.3,1293.63,1204.1,4613.12,4229.04,4316.02,4750.85,4747.57,4553.89,1261.96,1222.86,1263.88,1053.62,1038.25,1150.43,4898.27,4652.43,3747.61,4819.97,4574.74,4812.36
"225865_x_at",2171.92,2158.4,2580.22,2466.86,2390.37,2499.47,2366.56,2186.61,2082.26,2022.32,2193.59,2195.64,2320,2273.07,2288.8,2078.92,2353.07,2219.68,2217.75,2519.08,2547.94,2631.22,2521.8,2609.9
"225866_at",1239.95,1104.11,1209.57,1175.61,1432.34,1409.83,1453.81,1668.02,1574.92,1807.67,1709.2,1580.24,1483.78,1276.17,1287.78,1383.49,1481.56,1226.3,1488.62,1625.38,1712.27,1808.38,1701.19,1603.27
"225867_at",219.93,331.587,254.597,256.389,332.001,198.934,36.3561,116.738,84.4548,66.2182,63.2948,42.9779,244.916,249.322,261.217,287.768,354.018,329.259,149.683,111.868,92.2769,96.171,66.2503,28.5244
"225868_at",1452.07,1432.55,1456.28,1190.72,1496.1,1516.92,1176.83,1120.99,812.379,1025.75,799.768,796.674,1599.61,1574.94,1787.61,1679.45,1866.41,1774.94,959.717,987.286,764.768,909.211,1017.22,976.321
"225869_s_at",189.507,196.318,229.185,213.946,241.261,170.564,212.842,219.893,307.951,257.947,282.633,255.653,206.414,206.569,220.677,179.452,233.17,171.561,305.225,284.495,295.155,252.068,272.438,146.973
"225870_s_at",2288.91,1981.12,2016.41,2219.47,2136.45,2438.87,2937.87,2730.25,2849.38,2959.04,2737.93,2629.35,2048.1,1852.9,2233.98,2212.92,1803.85,2060.15,3151.71,3057.2,3531.27,3057.92,2948.29,3194.98
"225871_at",92.2966,118.635,125.572,126.132,87.6073,102.558,119.335,138.06,208.37,199.782,102.135,163.005,98.6404,102.951,129.424,82.5412,121.341,81.3244,163.531,236.079,179.76,262.005,210.098,155.918
"225872_at",2365.11,2601.98,2302.58,2152.53,2351.8,2435.01,1779.99,2142.95,1886.84,1858.31,2153.04,2129.57,2267.29,2605.87,2284.69,2350,2366.77,2286.86,2307.06,2373.01,1554.52,2182.02,1690.43,2087.45
"225873_at",12.958,15.58,11.3293,16.28,12.1003,4.84895,13.9871,7.87873,30.3205,17.5878,20.5565,20.6121,21.5624,5.31594,11.5324,4.41801,16.4803,20.7965,18.3808,9.36515,10.0028,11.6776,12.9218,4.98174
"225874_at",429.292,284.559,397.283,440.268,297.309,360.147,615.885,472.528,416.89,531.691,431.537,499.1,564.421,514.868,517.723,552.017,660.085,780.867,337.266,376.481,445.601,311.627,354.337,430.119
"225875_s_at",394.417,346.6,343.492,421.05,379.003,438.266,441.916,411.515,404.262,406.003,439.76,433.692,341.826,333.432,361.921,349.907,447.495,338.068,304.291,343.569,412.599,447.673,343.523,365.621
"225876_at",438.673,512.757,419.669,482.877,422.378,507.701,523.299,518.939,588.858,479.687,526.623,534.235,448.842,439.885,426.619,413.421,472.363,494.48,446.21,363.021,469.747,454.158,461.07,463.355
"225877_at",92.7659,117.062,143.643,165.136,126.395,147.404,244.069,209.041,159.913,171.951,169.875,169.071,114.754,91.6681,124.118,101.939,221.339,158.018,180.901,167.102,176.176,163.213,155.881,208.133
"225878_at",2005.78,2028.34,1812.99,2171.38,1925.23,1786.62,1586.78,1633.06,1608.48,1354.18,1254.43,1109.03,1861.16,1654.11,1695.96,1562.65,1348.53,2257.87,1539.33,1707.88,1473.27,1683.33,1481.95,1436.94
"225879_at",414.454,456.297,363.292,429.374,366.671,422.839,503.034,548.594,520.865,539.532,527.758,586.011,333.413,515.731,354.458,438.703,404.75,470.027,579.739,558.437,461.569,647.473,599.29,571.886
"225880_at",1734.56,1841.69,1774.06,1569.56,1830.85,1711.54,1824.27,1958.14,2007.87,1701.27,1811.74,1688.18,1623.43,1702.98,1504.22,1482.05,1559.29,1518.41,1910.68,1718.55,1636.45,1871.16,1869.68,1775.15
"225881_at",1010.18,1011.54,955.049,1042.58,1116.69,1053.47,1010.54,1047.54,1134.55,1166.47,1105.57,1172.59,1124.15,964.561,972.054,966.148,1138.35,1011.19,1055.5,974.202,1016.59,1063.12,1069.02,1080.71
"225882_at",429.642,452.812,425.686,389.905,325.324,433.355,340.097,313.263,351.12,357.953,303.322,389.476,456.71,399.742,354.001,370.651,422.359,409.698,290.595,325.612,342.258,314.307,380.475,220.079
"225883_at",170.519,134.695,74.8157,91.6364,127.266,102.032,211.874,175.862,196.685,178.79,152.182,222.874,143.712,165.215,175.933,123.316,177.563,182.411,194.456,200.94,263.621,211.075,221.464,206.608
"225884_s_at",664.841,714.467,673.49,649.611,686.497,704.941,527.448,642.781,568.419,655.174,532.275,644.547,688.315,681.554,589.746,668.361,653.167,621.288,679.046,699.503,694.644,691.322,551.674,637.536
"225885_at",2121.04,2207.53,2294.41,2153.19,2329.77,2140.19,2085.29,2427.47,2327.05,1943.9,1917.42,2236.99,2045.27,1957.87,2080.3,2188.36,2158.61,2333.73,2009.15,2016.46,2346.55,2082.35,2276.63,2039.06
"225886_at",1080.03,983.057,993.405,907.75,1007.93,1099.41,530.549,711.968,599.579,640.259,551.894,524.29,1216.26,1271.37,1151.52,1080.65,1147.19,1206.92,707.392,583.864,876.013,743.241,810.738,781.75
"225887_at",1042.06,1006.81,931.712,1021.98,1041.56,1006.63,871.341,978.525,950.155,916.797,1002.8,978.562,860.368,1048.03,981.842,969.878,906.222,1026.02,920.493,892.076,882.653,973.859,945.497,897.783
"225888_at",371.561,391.766,388.159,368.324,414.388,370.497,420.984,464.012,437.121,373.87,388.884,441.562,391.341,396.32,411.103,499.58,380.359,375.146,380.556,383.926,409.91,441.529,352.733,350.013
"225889_at",2250.11,2275.05,2089.68,2135.72,2148.82,2210.95,1386.58,1423.68,1530.4,1424.16,1624.76,1604.19,2440.51,2770.32,2479.84,2131.87,2200.12,2160.64,1283.85,1486.36,1005.62,1394.44,1294.37,1315.84
"225890_at",1663.12,1600.02,1606.14,1657.11,1488.61,1896.81,1572.44,1605.1,1551.46,1490.57,1436.42,1435.9,1561.94,1607.12,1592.13,1502.83,1519.56,1291.75,1638.97,1607.95,1806.59,1571.12,1574.86,1450.31
"225891_at",137.312,154.143,143.017,139.525,157.505,128.199,204.623,166.44,177.12,163.576,105.342,159.799,175.984,109.7,135.396,149.201,154.553,137.067,196.317,141.692,145.791,86.3574,133.601,118.929
"225892_at",1460.67,1543.26,1375.85,1516.38,1588.45,1554.16,1203.83,1257.77,1512.13,1287.69,1546.38,1447.83,1481.45,1685.46,1419.82,1383.06,1273.34,1261.46,1374.65,1419.76,981.673,1324.9,1246.56,1307.12
"225893_at",909.577,990.273,916.167,935.643,1078.93,963.702,1015.62,1278.72,1052.72,979.609,866.796,902.494,863.424,815.532,854.123,834.58,834.498,873.55,992.968,936.916,1119.08,1003.03,1082.98,961.931
"225894_at",8.27365,24.8459,13.3991,14.309,3.89485,4.24888,3.52808,23.8339,32.4262,17.2318,3.45859,7.85607,8.39165,9.06269,10.4656,14.8725,35.6962,9.75915,3.03427,3.77648,8.95679,2.00721,8.89549,3.53925
"225895_at",41.5534,6.55713,29.0665,27.1906,24.2911,29.6421,36.1502,7.57193,4.95701,39.3848,51.3286,37.7759,25.03,42.1971,46.0976,48.5739,40.0068,18.9315,33.0334,3.3421,3.06194,21.6127,39.8647,24.9584
"225896_at",273.045,190.565,170.152,149.162,286.58,135.52,178.078,123.794,208.608,167.866,203.685,178.128,227.653,282.498,172.014,249.974,133.829,199.183,206.622,122.844,182.254,138.461,247.371,161.071
"225897_at",11230.8,11675.3,12144.6,11175,10901.5,10677.2,4317.59,4444.83,4398.6,4330.13,4470.89,4559.18,12181.4,11840.7,12318.9,12224.2,13217.3,12440.9,4412.47,4370.75,4253.38,4208.81,4357.92,4394.2
"225898_at",1138.37,1172.12,1279.55,1033.77,1096.59,1106.87,1795.85,1732.69,1795.99,1802.56,1735.04,1668.49,1050.38,1066.62,931.469,943.508,1055.02,966.317,1936.51,1979.24,2288.39,1707.52,1820.04,1843.14
"225899_x_at",315.394,248.697,177.05,209.797,215.223,251.281,218.747,254.94,347.812,272.002,211.548,391.07,237.831,366.947,208.498,247.229,229.201,296.591,270.43,319.086,322.772,231.35,270.106,253.587
"225900_at",462.406,500.226,444.811,451.723,493.183,462.959,399.74,529.358,474.226,429.776,384.67,399.777,538.513,543.661,562.349,567.761,592.665,543.513,375.589,436.521,368.177,364.852,365.956,327.899
"225901_at",958.231,918.757,998.557,1052.92,1031.48,1057.89,1117.08,1070.08,939.964,1005.07,965.973,965.47,867.701,835.126,716.362,938.331,954.911,928.795,1016.49,977.716,1155.95,1109.29,1162.52,1087.25
"225902_at",546.467,529.181,484.105,537.725,464.926,452.908,369.384,428.414,334.823,343.292,319.665,382.352,537.636,644.877,616.51,492.411,520.745,476.046,388.583,423.423,375.337,344.541,257.119,333.919
"225903_at",848.329,740.078,837.755,798.295,738.51,715.665,870.752,813.98,785.54,877.591,835.392,844.206,807.085,721.225,768.228,850.112,744.023,888.331,824.385,895.135,802.748,907.636,853.869,843.981
"225904_at",305.572,312.139,294.9,338.616,343.738,316.216,337.484,390.329,370.5,309.937,292.259,345.626,396.603,318.548,368.542,338.943,319.758,334.837,322.573,297.662,302.99,286.642,254.856,399.119
"225905_s_at",309.748,339.398,307.656,303.683,319.999,278.754,262.166,371.379,365.63,270.954,513.874,320.24,316.007,437.298,415.441,369.398,401.398,356.64,321.386,362.342,396.804,244.572,373.882,358.494
"225906_at",529.472,478.286,511.886,461.767,557.56,565.877,734.78,766.69,608.572,690.328,693.865,727.555,624.287,610.924,427.772,411.832,376.34,630.624,574.889,574.105,546.429,653.223,524.144,564.702
"225907_at",5.83921,5.88334,5.42433,5.63074,5.52331,4.33538,10.34,5.87613,7.29082,5.7314,5.48925,5.72464,5.23111,6.31083,10.094,24.0683,7.29034,5.711,5.00042,5.51905,12.8497,5.24065,5.81392,12.2568
"225908_at",1141.3,1042.69,1266.21,1195.12,1230.54,1316.99,1120.54,1078.65,1196.69,1078.19,1112.84,1179.64,1288.09,1160.14,1322.15,1347.98,1162.44,1268.26,1057.07,942.194,1098.94,1079.49,995.882,1045.71
"225909_at",137.587,315.601,240.233,243.719,248.164,238.655,232.962,211.798,158.4,254.898,237.759,240.085,216.955,196.718,226.772,181.55,251.595,196.935,182.62,255.351,296.754,135.613,212.593,283.217
"225910_at",993.972,1043.09,958.14,897.939,942.428,816.149,1048.83,1011.3,809.096,815.284,872.289,925.315,801.179,865.531,806.318,665.429,761.943,642.516,853.214,893.721,848.036,988.684,891.479,892.685
"225911_at",10.5528,6.02378,9.39045,1.68382,2.24601,17.6012,1.1605,2.41451,5.16395,24.4433,6.108,1.47534,11.3707,2.68013,6.80634,4.78718,8.22859,8.23238,5.15494,4.83897,6.06295,2.83726,15.4042,30.3757
"225912_at",3096.31,2477.03,2722.4,2338.28,2201.84,2430.54,5774.59,5947.59,4324.01,4002.03,3762.36,3663.49,2339.04,2625.73,2275.84,2389.11,2557.25,2351.06,5501.92,5007.77,6554.39,4996.6,4181.43,5526.94
"225913_at",2292.3,2403.99,2381.11,2132.9,2386.2,1963.34,1738.12,1592.09,1735.06,1347.34,1684.02,1404.38,2015.4,1918.29,2224.53,2037.17,1968.98,1776.71,1607.05,1405.18,1476.27,1426.26,1462.84,1528.63
"225914_s_at",252.6,219.321,191.925,161.568,205.509,179.206,136.968,164.176,207.196,205.989,173.666,210.962,215.775,212.796,167.31,156.351,238.575,222.083,221.135,229.684,199.014,190.503,185.715,207.429
"225915_at",206.747,252.829,231.825,250.098,245.578,247.45,188.901,232.293,218.444,228.289,212.151,198.91,242.517,294.488,256.804,216.768,227.577,168.367,230.56,249.465,221.001,179.671,232.6,191.635
"225916_at",260.363,278.027,306.86,212.2,309.32,258.414,278.764,206.743,308.741,319.53,268.336,337.961,290.22,437.395,351.628,276.135,227.738,297.763,288.595,335.658,197.777,287.285,324.677,213.6
"225917_at",909.462,980.251,919.22,873.224,760.154,774.947,1212.41,1263.47,928.107,929.527,1044.06,841.827,851.721,748.166,943.916,820.963,568.81,654.577,830.262,941.652,795.404,995.359,985.736,1110.54
"225918_at",708.772,719.23,671.631,534.994,676.683,507.022,856.837,746.001,696.22,772.093,749.549,816.561,643.249,693.421,656.927,686.178,828.653,622.493,739.777,615.985,648.544,755.001,658.239,702.511
"225919_s_at",350.868,297.63,283.467,359.413,338.793,389.944,285.76,272.372,290.438,330.245,303.032,266.573,296.164,359.511,336.31,318.864,268.148,294.699,256.959,275.622,198.548,291.861,237.212,219.729
"225920_at",459.106,463.816,552.328,440.501,555.808,469.976,655.756,463.022,459.141,447.694,557.076,411.75,650.028,671.039,618.235,683.84,681.541,496.995,538.958,501.629,638.063,547.292,442.446,736.11
"225921_at",1299.36,1282.87,1141.88,1143.42,1195.61,1236.73,1215.12,1370.22,1291.72,1190.25,1209.48,1105.06,1091.79,1226.66,1039.09,1039.66,1036.36,1036.41,1104.6,1212.35,1177.69,1264.23,1312.58,1134.17
"225922_at",1825.92,1853.44,1827.29,1689.96,1653.46,1755.98,1372.55,1429.49,1392.2,1229.66,1329.34,1190.4,2008.58,1841.83,1828.84,1613.8,1886.79,1928.5,1281.39,1373,1360.31,1118.19,1039.27,1126.52
"225923_at",685.364,742.857,771.929,589.621,711.811,667.084,754.777,776.953,705.44,731.546,689.092,664.578,799.87,648.701,737.459,698.141,793.556,642.901,739.239,721.139,628.965,616.441,651.356,622.934
"225924_at",1110.48,1056,1048.71,946.675,1141.96,1063.18,706.172,709.723,664.904,619.875,590.131,603.968,898.761,1016.48,1091.5,979.116,1064.62,920.584,721.418,732.429,624.895,648.658,549.339,682.448
"225925_s_at",1658.04,1619.18,1569.23,1673.27,1652.04,1638.82,1646.9,1822.72,1602.44,1578.08,1599.98,1469.85,1626.8,1716.75,1575.23,1668.13,1505.22,1606.88,1667.17,1661.98,1705.8,1759.05,1767.62,1728.78
"225926_at",1083.62,1241.13,1195.86,1107.24,1208.23,1067.53,756.051,793.147,832.164,842.187,779.365,793.052,1230.92,1327.9,1292.18,1072.95,1202.67,945.323,831.547,898.393,733.394,731.159,757.699,751.817
"225927_at",2350.84,2304.95,2592.68,2010.92,2122.45,1871.09,496.789,464.618,535.708,503.394,549.126,464.549,2080.08,2154.17,1989.55,1686.68,1842.23,2036.92,680.345,548.177,526.244,594.409,483.545,534.097
"225928_at",744.601,831.42,733.353,707.566,718.415,710.325,451.554,565.118,615.712,569.614,629.804,533.264,824.002,757.269,740.191,757.662,797.958,762.49,567.543,582.94,617.517,526.003,650.54,551.943
"225929_s_at",368.581,450.379,362.858,324.639,417.804,312.549,613.772,497.556,513.536,404.107,444.202,378.069,271.437,288.932,230.991,241.17,332.432,284.516,411.613,377.148,456.805,487.026,514.467,444.277
"225930_at",488.322,460.346,413.238,476.146,475.316,500.042,418.274,469.698,392.005,446.578,514.894,426.215,456.433,489.822,532.488,422.06,491.387,307.229,439.472,491.223,413.777,581.963,535.989,446.231
"225931_s_at",400.654,402.168,373.893,357.887,455.311,280.866,552.154,518.893,518.323,385.283,528.224,475.068,312.436,286.347,301.656,282.083,365.614,217.361,375.032,460.374,498.976,579.982,463.93,393.819
"225932_s_at",3831.48,3788.34,3407.1,4045.15,4823.94,4274.14,3275.17,4503.98,4503.56,4169.36,3390.03,4725.73,3914.8,5270.64,4265.83,4378.29,4789.55,5398.05,4123.63,4211.74,4597.45,3597.54,4659.68,4244.19
"225933_at",441.747,505.23,542.012,423.437,544.856,567.419,704.688,589.539,568.425,687.59,718.487,679.874,601.619,531.62,650.705,473.961,552.697,629.137,613.678,560.104,628.307,517.908,554.585,482.126
"225934_at",250.954,157.887,227.852,234.537,157.668,277.774,248.369,257.856,238.482,275.99,197.366,274.114,228.705,188.989,174.426,199.173,199.287,236.009,282.101,266.153,229.362,211.404,255.785,197.484
"225935_at",654.018,712.339,552.733,627.378,775.613,524.647,781.006,820.457,693.293,680.169,761.482,699.117,554.188,537.938,551.75,561.583,647.347,700.834,523.936,522.512,570.973,592.599,504.911,610.934
"225936_at",1546.78,1491.23,1574.51,1641.28,1478.39,1748.3,1247.15,1179.48,1288.93,1249.46,1312.1,1247.67,1599.52,1457.48,1448.8,1480.94,1525.83,1578.53,1255.86,1560.02,1127.19,1443.57,1150.66,1191.41
"225937_at",159.208,168.036,178.102,176.661,135.72,122.487,232.78,157.936,222.184,147.019,134.514,161.33,160.736,217.892,107.894,125.921,211.283,113.309,152.224,135.081,118.006,209.445,141.284,148.796
"225939_at",92.4996,112.169,92.8944,113.025,108.257,139.902,99.0616,126.097,90.4298,110.101,57.3481,98.3419,127.701,133.271,90.1686,70.9715,96.2397,70.5321,123.025,90.2299,89.2134,97.1065,101.389,112.104
"225940_at",346.398,337.49,420.301,375.918,411.271,404.522,532.429,585.489,476.409,508.211,388.213,462.535,332.29,399.122,376.025,333.019,344.363,351.125,446.782,468.907,374.86,461.524,519.081,516.501
"225941_at",224.389,197.185,243.036,219.211,264.293,246.688,291.781,348.025,277.559,299.723,334.265,297.951,243.503,262.111,236.337,204.342,324.077,297.304,268.701,299.658,322.087,232.277,220.887,299.828
